Source,Destination,Valeur
O60583,P28749,0
P28749,O60583,0
O60583,Q13485,0.2609127724559987
Q13485,O60583,0.2609127724559987
O60583,Q09472,0
Q09472,O60583,0
P84022,Q15583,0.2963850906182176
Q15583,P84022,0.2963850906182176
P84022,Q9Y5K5,0.305725116872361
Q9Y5K5,P84022,0.305725116872361
P84022,Q9HCE7,0.305725116872361
Q9HCE7,P84022,0.305725116872361
P84022,Q9Y618,0.2963850906182176
Q9Y618,P84022,0.2963850906182176
P84022,Q03167,0.305725116872361
Q03167,P84022,0.305725116872361
P84022,Q9HAU4,0.305725116872361
Q9HAU4,P84022,0.305725116872361
P84022,Q8N2S1,0.305725116872361
Q8N2S1,P84022,0.305725116872361
P84022,Q9NPB6,0.244207078953146
Q9NPB6,P84022,0.244207078953146
P84022,Q969W9,0.305725116872361
Q969W9,P84022,0.305725116872361
P84022,Q6ZSZ5,0.244207078953146
Q6ZSZ5,P84022,0.244207078953146
P84022,Q9Y4E8,0.305725116872361
Q9Y4E8,P84022,0.305725116872361
P84022,Q14766,0.305725116872361
Q14766,P84022,0.305725116872361
P84022,Q13573,0.2963850906182176
Q13573,P84022,0.2963850906182176
P84022,Q9P2M7,0.244207078953146
Q9P2M7,P84022,0.244207078953146
P84022,Q9GZN2,0.2963850906182176
Q9GZN2,P84022,0.2963850906182176
P84022,Q9UPN9,0.2963850906182176
Q9UPN9,P84022,0.2963850906182176
P84022,Q9NS15,0.305725116872361
Q9NS15,P84022,0.305725116872361
P84022,Q9UN42,0.2963850906182176
Q9UN42,P84022,0.2963850906182176
P84022,Q15329,0.2609127724559987
Q15329,P84022,0.2609127724559987
P84022,Q16254,0.2609127724559987
Q16254,P84022,0.2609127724559987
P84022,Q13145,0.305725116872361
Q13145,P84022,0.305725116872361
P84022,Q9Y624,0.244207078953146
Q9Y624,P84022,0.244207078953146
P84022,Q8TEW0,0.244207078953146
Q8TEW0,P84022,0.244207078953146
P84022,Q15843,0.305725116872361
Q15843,P84022,0.305725116872361
P84022,Q14767,0.305725116872361
Q14767,P84022,0.305725116872361
P84022,Q96PU5,0.305725116872361
Q96PU5,P84022,0.305725116872361
P84022,Q15796,0.305725116872361
Q15796,P84022,0.305725116872361
P84022,Q9Y3F4,0.305725116872361
Q9Y3F4,P84022,0.305725116872361
P84022,Q05513,0.244207078953146
Q05513,P84022,0.244207078953146
P84022,Q9GZV5,0.2963850906182176
Q9GZV5,P84022,0.2963850906182176
P84022,Q93008,0.2963850906182176
Q93008,P84022,0.2963850906182176
P84022,Q9NYA4,0.305725116872361
Q9NYA4,P84022,0.305725116872361
P84022,Q14186,0.2609127724559987
Q14186,P84022,0.2609127724559987
P84022,Q6ZNA4,0.2963850906182176
Q6ZNA4,P84022,0.2963850906182176
P84022,Q14188,0.2609127724559987
Q14188,P84022,0.2609127724559987
P84022,Q9UNE7,0.305725116872361
Q9UNE7,P84022,0.305725116872361
P84022,Q13547,0.2963850906182176
Q13547,P84022,0.2963850906182176
P84022,Q13485,0.2963850906182176
Q13485,P84022,0.2963850906182176
P84022,Q09472,0.2609127724559987
Q09472,P84022,0.2609127724559987
Q9Y618,Q9Y624,0
Q9Y624,Q9Y618,0
Q03167,Q15583,0.1051600884334792
Q15583,Q03167,0.1051600884334792
Q03167,Q9Y5K5,0.305725116872361
Q9Y5K5,Q03167,0.305725116872361
Q03167,Q9HCE7,0.305725116872361
Q9HCE7,Q03167,0.305725116872361
Q03167,Q9Y618,0
Q9Y618,Q03167,0
Q03167,Q9HAU4,0.305725116872361
Q9HAU4,Q03167,0.305725116872361
Q03167,Q8N2S1,0
Q8N2S1,Q03167,0
Q03167,Q9NPB6,0.244207078953146
Q9NPB6,Q03167,0.244207078953146
Q03167,Q969W9,0.305725116872361
Q969W9,Q03167,0.305725116872361
Q03167,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q03167,0.244207078953146
Q03167,Q9Y4E8,0.305725116872361
Q9Y4E8,Q03167,0.305725116872361
Q03167,Q14766,0
Q14766,Q03167,0
Q03167,Q13573,0
Q13573,Q03167,0
Q03167,Q9P2M7,0.244207078953146
Q9P2M7,Q03167,0.244207078953146
Q03167,Q9GZN2,0.1051600884334792
Q9GZN2,Q03167,0.1051600884334792
Q03167,Q9UPN9,0
Q9UPN9,Q03167,0
Q03167,Q9NS15,0
Q9NS15,Q03167,0
Q03167,Q9UN42,0
Q9UN42,Q03167,0
Q03167,Q15329,0.1051600884334792
Q15329,Q03167,0.1051600884334792
Q03167,Q16254,0.1051600884334792
Q16254,Q03167,0.1051600884334792
Q03167,Q13145,0.305725116872361
Q13145,Q03167,0.305725116872361
Q03167,Q9Y624,0.244207078953146
Q9Y624,Q03167,0.244207078953146
Q03167,Q8TEW0,0.244207078953146
Q8TEW0,Q03167,0.244207078953146
Q03167,Q15843,0
Q15843,Q03167,0
Q03167,Q14767,0
Q14767,Q03167,0
Q03167,Q96PU5,0.305725116872361
Q96PU5,Q03167,0.305725116872361
Q03167,Q15796,0.305725116872361
Q15796,Q03167,0.305725116872361
Q03167,Q9Y3F4,0.305725116872361
Q9Y3F4,Q03167,0.305725116872361
Q03167,Q05513,0.244207078953146
Q05513,Q03167,0.244207078953146
Q03167,Q9GZV5,0.1051600884334792
Q9GZV5,Q03167,0.1051600884334792
Q03167,Q93008,0
Q93008,Q03167,0
Q03167,Q9NYA4,0.305725116872361
Q9NYA4,Q03167,0.305725116872361
Q03167,Q14186,0.1051600884334792
Q14186,Q03167,0.1051600884334792
Q03167,Q6ZNA4,0.1051600884334792
Q6ZNA4,Q03167,0.1051600884334792
Q03167,Q14188,0.1051600884334792
Q14188,Q03167,0.1051600884334792
Q03167,Q9UNE7,0.305725116872361
Q9UNE7,Q03167,0.305725116872361
Q03167,Q13547,0.1051600884334792
Q13547,Q03167,0.1051600884334792
Q03167,Q13485,0.1051600884334792
Q13485,Q03167,0.1051600884334792
Q03167,Q09472,0.1051600884334792
Q09472,Q03167,0.1051600884334792
Q9HAU4,Q9Y5K5,0.305725116872361
Q9Y5K5,Q9HAU4,0.305725116872361
Q9HAU4,Q9HCE7,0.305725116872361
Q9HCE7,Q9HAU4,0.305725116872361
Q9HAU4,Q9Y618,0.2963850906182176
Q9Y618,Q9HAU4,0.2963850906182176
Q9HAU4,Q9NPB6,0.244207078953146
Q9NPB6,Q9HAU4,0.244207078953146
Q9HAU4,Q9Y4E8,0.305725116872361
Q9Y4E8,Q9HAU4,0.305725116872361
Q9HAU4,Q9P2M7,0.244207078953146
Q9P2M7,Q9HAU4,0.244207078953146
Q9HAU4,Q9UPN9,0.2963850906182176
Q9UPN9,Q9HAU4,0.2963850906182176
Q9HAU4,Q9NS15,0.305725116872361
Q9NS15,Q9HAU4,0.305725116872361
Q9HAU4,Q9UN42,0.2963850906182176
Q9UN42,Q9HAU4,0.2963850906182176
Q9HAU4,Q9Y624,0.244207078953146
Q9Y624,Q9HAU4,0.244207078953146
Q9HAU4,Q9Y3F4,0.305725116872361
Q9Y3F4,Q9HAU4,0.305725116872361
Q9HAU4,Q9NYA4,0.305725116872361
Q9NYA4,Q9HAU4,0.305725116872361
Q9HAU4,Q9UNE7,0.305725116872361
Q9UNE7,Q9HAU4,0.305725116872361
P62942,Q15583,0.1051600884334792
Q15583,P62942,0.1051600884334792
P62942,Q9Y5K5,0.305725116872361
Q9Y5K5,P62942,0.305725116872361
P62942,Q9HCE7,0.305725116872361
Q9HCE7,P62942,0.305725116872361
P62942,P84022,0.305725116872361
P84022,P62942,0.305725116872361
P62942,Q9Y618,0
Q9Y618,P62942,0
P62942,Q03167,0.244207078953146
Q03167,P62942,0.244207078953146
P62942,Q9HAU4,0.305725116872361
Q9HAU4,P62942,0.305725116872361
P62942,Q8N2S1,0.244207078953146
Q8N2S1,P62942,0.244207078953146
P62942,Q9NPB6,0.244207078953146
Q9NPB6,P62942,0.244207078953146
P62942,Q969W9,0.305725116872361
Q969W9,P62942,0.305725116872361
P62942,Q6ZSZ5,0.244207078953146
Q6ZSZ5,P62942,0.244207078953146
P62942,Q9Y4E8,0.305725116872361
Q9Y4E8,P62942,0.305725116872361
P62942,Q14766,0.244207078953146
Q14766,P62942,0.244207078953146
P62942,Q13573,0
Q13573,P62942,0
P62942,Q9P2M7,0.244207078953146
Q9P2M7,P62942,0.244207078953146
P62942,Q9GZN2,0.1051600884334792
Q9GZN2,P62942,0.1051600884334792
P62942,P67809,0.1051600884334792
P67809,P62942,0.1051600884334792
P62942,Q9UPN9,0
Q9UPN9,P62942,0
P62942,Q9NS15,0.244207078953146
Q9NS15,P62942,0.244207078953146
P62942,Q9UN42,0
Q9UN42,P62942,0
P62942,Q15329,0.1051600884334792
Q15329,P62942,0.1051600884334792
P62942,Q16254,0.1051600884334792
Q16254,P62942,0.1051600884334792
P62942,Q13145,0.305725116872361
Q13145,P62942,0.305725116872361
P62942,Q9Y624,0.244207078953146
Q9Y624,P62942,0.244207078953146
P62942,P62987,0.305725116872361
P62987,P62942,0.305725116872361
P62942,Q8TEW0,0.244207078953146
Q8TEW0,P62942,0.244207078953146
P62942,Q15843,0.244207078953146
Q15843,P62942,0.244207078953146
P62942,Q14767,0.244207078953146
Q14767,P62942,0.244207078953146
P62942,Q96PU5,0.305725116872361
Q96PU5,P62942,0.305725116872361
P62942,P62979,0.305725116872361
P62979,P62942,0.305725116872361
P62942,Q15796,0.305725116872361
Q15796,P62942,0.305725116872361
P62942,Q9Y3F4,0.305725116872361
Q9Y3F4,P62942,0.305725116872361
P62942,Q05513,0.244207078953146
Q05513,P62942,0.244207078953146
P62942,Q9GZV5,0.1051600884334792
Q9GZV5,P62942,0.1051600884334792
P62942,Q93008,0
Q93008,P62942,0
P62942,Q9NYA4,0.305725116872361
Q9NYA4,P62942,0.305725116872361
P62942,Q14186,0.1051600884334792
Q14186,P62942,0.1051600884334792
P62942,Q6ZNA4,0.1051600884334792
Q6ZNA4,P62942,0.1051600884334792
P62942,Q14188,0.1051600884334792
Q14188,P62942,0.1051600884334792
P62942,Q9UNE7,0.305725116872361
Q9UNE7,P62942,0.305725116872361
P62942,Q13547,0.1051600884334792
Q13547,P62942,0.1051600884334792
P62942,Q13485,0.1051600884334792
Q13485,P62942,0.1051600884334792
P62942,Q09472,0.1051600884334792
Q09472,P62942,0.1051600884334792
Q8N2S1,Q9Y5K5,0.305725116872361
Q9Y5K5,Q8N2S1,0.305725116872361
Q8N2S1,Q9HCE7,0.305725116872361
Q9HCE7,Q8N2S1,0.305725116872361
Q8N2S1,Q9Y618,0
Q9Y618,Q8N2S1,0
Q8N2S1,Q9HAU4,0.305725116872361
Q9HAU4,Q8N2S1,0.305725116872361
Q8N2S1,Q9NPB6,0.244207078953146
Q9NPB6,Q8N2S1,0.244207078953146
Q8N2S1,Q969W9,0.305725116872361
Q969W9,Q8N2S1,0.305725116872361
Q8N2S1,Q9Y4E8,0.305725116872361
Q9Y4E8,Q8N2S1,0.305725116872361
Q8N2S1,Q9P2M7,0.244207078953146
Q9P2M7,Q8N2S1,0.244207078953146
Q8N2S1,Q9GZN2,0.1051600884334792
Q9GZN2,Q8N2S1,0.1051600884334792
Q8N2S1,Q9UPN9,0
Q9UPN9,Q8N2S1,0
Q8N2S1,Q9NS15,0
Q9NS15,Q8N2S1,0
Q8N2S1,Q9UN42,0
Q9UN42,Q8N2S1,0
Q8N2S1,Q9Y624,0.244207078953146
Q9Y624,Q8N2S1,0.244207078953146
Q8N2S1,Q8TEW0,0.244207078953146
Q8TEW0,Q8N2S1,0.244207078953146
Q8N2S1,Q96PU5,0.305725116872361
Q96PU5,Q8N2S1,0.305725116872361
Q8N2S1,Q9Y3F4,0.305725116872361
Q9Y3F4,Q8N2S1,0.305725116872361
Q8N2S1,Q9GZV5,0.1051600884334792
Q9GZV5,Q8N2S1,0.1051600884334792
Q8N2S1,Q93008,0
Q93008,Q8N2S1,0
Q8N2S1,Q9NYA4,0.305725116872361
Q9NYA4,Q8N2S1,0.305725116872361
Q8N2S1,Q9UNE7,0.305725116872361
Q9UNE7,Q8N2S1,0.305725116872361
Q9NPB6,Q9Y5K5,0.244207078953146
Q9Y5K5,Q9NPB6,0.244207078953146
Q9NPB6,Q9Y618,0
Q9Y618,Q9NPB6,0
Q9NPB6,Q9Y4E8,0.244207078953146
Q9Y4E8,Q9NPB6,0.244207078953146
Q9NPB6,Q9P2M7,0
Q9P2M7,Q9NPB6,0
Q9NPB6,Q9UPN9,0
Q9UPN9,Q9NPB6,0
Q9NPB6,Q9NS15,0.244207078953146
Q9NS15,Q9NPB6,0.244207078953146
Q9NPB6,Q9UN42,0
Q9UN42,Q9NPB6,0
Q9NPB6,Q9Y624,0
Q9Y624,Q9NPB6,0
Q9NPB6,Q9Y3F4,0.244207078953146
Q9Y3F4,Q9NPB6,0.244207078953146
Q9NPB6,Q9NYA4,0.244207078953146
Q9NYA4,Q9NPB6,0.244207078953146
Q9NPB6,Q9UNE7,0.244207078953146
Q9UNE7,Q9NPB6,0.244207078953146
Q969W9,Q9Y5K5,0.305725116872361
Q9Y5K5,Q969W9,0.305725116872361
Q969W9,Q9HCE7,0.305725116872361
Q9HCE7,Q969W9,0.305725116872361
Q969W9,Q9Y618,0.2963850906182176
Q9Y618,Q969W9,0.2963850906182176
Q969W9,Q9HAU4,0.305725116872361
Q9HAU4,Q969W9,0.305725116872361
Q969W9,Q9NPB6,0.244207078953146
Q9NPB6,Q969W9,0.244207078953146
Q969W9,Q9Y4E8,0.305725116872361
Q9Y4E8,Q969W9,0.305725116872361
Q969W9,Q9P2M7,0.244207078953146
Q9P2M7,Q969W9,0.244207078953146
Q969W9,Q9GZN2,0.2963850906182176
Q9GZN2,Q969W9,0.2963850906182176
Q969W9,Q9UPN9,0.2963850906182176
Q9UPN9,Q969W9,0.2963850906182176
Q969W9,Q9NS15,0.305725116872361
Q9NS15,Q969W9,0.305725116872361
Q969W9,Q9UN42,0.2963850906182176
Q9UN42,Q969W9,0.2963850906182176
Q969W9,Q9Y624,0.244207078953146
Q9Y624,Q969W9,0.244207078953146
Q969W9,Q96PU5,0.305725116872361
Q96PU5,Q969W9,0.305725116872361
Q969W9,Q9Y3F4,0.305725116872361
Q9Y3F4,Q969W9,0.305725116872361
Q969W9,Q9GZV5,0.2963850906182176
Q9GZV5,Q969W9,0.2963850906182176
Q969W9,Q9NYA4,0.305725116872361
Q9NYA4,Q969W9,0.305725116872361
Q969W9,Q9UNE7,0.305725116872361
Q9UNE7,Q969W9,0.305725116872361
Q6ZSZ5,Q9Y5K5,0.244207078953146
Q9Y5K5,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9HCE7,0.244207078953146
Q9HCE7,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9Y618,0
Q9Y618,Q6ZSZ5,0
Q6ZSZ5,Q9HAU4,0.244207078953146
Q9HAU4,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q8N2S1,0.244207078953146
Q8N2S1,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9NPB6,0
Q9NPB6,Q6ZSZ5,0
Q6ZSZ5,Q969W9,0.244207078953146
Q969W9,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9Y4E8,0.244207078953146
Q9Y4E8,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9P2M7,0
Q9P2M7,Q6ZSZ5,0
Q6ZSZ5,Q9GZN2,0
Q9GZN2,Q6ZSZ5,0
Q6ZSZ5,Q9UPN9,0
Q9UPN9,Q6ZSZ5,0
Q6ZSZ5,Q9NS15,0.244207078953146
Q9NS15,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9UN42,0
Q9UN42,Q6ZSZ5,0
Q6ZSZ5,Q9Y624,0
Q9Y624,Q6ZSZ5,0
Q6ZSZ5,Q8TEW0,0
Q8TEW0,Q6ZSZ5,0
Q6ZSZ5,Q96PU5,0.244207078953146
Q96PU5,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9Y3F4,0.244207078953146
Q9Y3F4,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9GZV5,0
Q9GZV5,Q6ZSZ5,0
Q6ZSZ5,Q93008,0
Q93008,Q6ZSZ5,0
Q6ZSZ5,Q9NYA4,0.244207078953146
Q9NYA4,Q6ZSZ5,0.244207078953146
Q6ZSZ5,Q9UNE7,0.244207078953146
Q9UNE7,Q6ZSZ5,0.244207078953146
Q9Y4E8,Q9Y5K5,0.305725116872361
Q9Y5K5,Q9Y4E8,0.305725116872361
Q9Y4E8,Q9Y618,0.2963850906182176
Q9Y618,Q9Y4E8,0.2963850906182176
Q9Y4E8,Q9Y624,0.244207078953146
Q9Y624,Q9Y4E8,0.244207078953146
P27361,Q15583,0.2609127724559987
Q15583,P27361,0.2609127724559987
P27361,Q9Y5K5,0.2963850906182176
Q9Y5K5,P27361,0.2963850906182176
P27361,Q9HCE7,0.2963850906182176
Q9HCE7,P27361,0.2963850906182176
P27361,P84022,0.2963850906182176
P84022,P27361,0.2963850906182176
P27361,Q9Y618,0.2609127724559987
Q9Y618,P27361,0.2609127724559987
P27361,Q03167,0.1051600884334792
Q03167,P27361,0.1051600884334792
P27361,Q9HAU4,0.2963850906182176
Q9HAU4,P27361,0.2963850906182176
P27361,P62942,0.1051600884334792
P62942,P27361,0.1051600884334792
P27361,Q8N2S1,0.1051600884334792
Q8N2S1,P27361,0.1051600884334792
P27361,Q9NPB6,0
Q9NPB6,P27361,0
P27361,Q969W9,0.2963850906182176
Q969W9,P27361,0.2963850906182176
P27361,Q6ZSZ5,0
Q6ZSZ5,P27361,0
P27361,Q9Y4E8,0.2963850906182176
Q9Y4E8,P27361,0.2963850906182176
P27361,P62140,0.2963850906182176
P62140,P27361,0.2963850906182176
P27361,Q14766,0.1051600884334792
Q14766,P27361,0.1051600884334792
P27361,Q13573,0.2609127724559987
Q13573,P27361,0.2609127724559987
P27361,P51668,0.2609127724559987
P51668,P27361,0.2609127724559987
P27361,P61812,0.1051600884334792
P61812,P27361,0.1051600884334792
P27361,P36873,0.2963850906182176
P36873,P27361,0.2963850906182176
P27361,P62136,0.2963850906182176
P62136,P27361,0.2963850906182176
P27361,Q9P2M7,0
Q9P2M7,P27361,0
P27361,P61586,0
P61586,P27361,0
P27361,Q9GZN2,0.2609127724559987
Q9GZN2,P27361,0.2609127724559987
P27361,P67809,0.2609127724559987
P67809,P27361,0.2609127724559987
P27361,P36897,0.2963850906182176
P36897,P27361,0.2963850906182176
P27361,Q9UPN9,0.2609127724559987
Q9UPN9,P27361,0.2609127724559987
P27361,P28482,0.2609127724559987
P28482,P27361,0.2609127724559987
P27361,P49336,0.2609127724559987
P49336,P27361,0.2609127724559987
P27361,Q9NS15,0.1051600884334792
Q9NS15,P27361,0.1051600884334792
P27361,Q9UN42,0.2609127724559987
Q9UN42,P27361,0.2609127724559987
P27361,Q15329,0.2609127724559987
Q15329,P27361,0.2609127724559987
P27361,Q16254,0.2609127724559987
